city_id,area_id,house_id,apartment_id
1,1,4,137
1,1,4,138
1,1,4,139
1,1,4,140
1,1,4,141
1,1,4,142
1,1,4,143
1,1,4,144
1,1,4,145
1,1,4,146
1,1,4,147
1,1,4,148
1,1,4,149
1,1,4,150
1,1,4,151
1,1,4,152
1,1,4,153
1,1,4,154
1,1,4,155
1,1,4,156
1,1,4,157
1,1,4,158
1,1,4,159
1,1,4,160
1,1,4,161
1,1,4,162
1,1,4,163
1,1,4,164
1,1,4,165
1,1,4,166
1,1,4,167
1,1,4,168
1,1,4,169
1,1,4,170
1,1,4,171
1,1,4,172
1,1,4,173
1,1,4,174
1,1,4,175
1,1,4,176
1,1,4,177
1,1,4,178
1,1,4,179
1,1,4,180
1,1,4,181
1,1,4,182
1,1,4,183
1,1,4,184
1,1,4,185
1,1,4,186
1,1,4,187
1,1,4,188
1,1,4,189
1,1,4,190
1,1,4,191
1,1,4,192
1,1,4,193
1,1,4,194
1,1,4,195
1,1,4,196
1,1,4,197
1,1,4,198
1,1,4,199
1,1,4,200
1,1,4,201
1,1,4,202
1,1,4,203
1,1,4,204
1,1,4,205
1,1,4,206
1,1,4,207
1,1,4,208
1,1,4,209
1,1,4,210
1,1,4,211
1,1,4,212
1,1,4,213
1,1,4,214
1,1,4,215
1,1,4,216
1,1,4,217
1,1,4,218
1,1,4,219
1,1,4,220
1,1,4,221
1,1,4,222
1,1,4,223
1,1,4,224
1,1,4,225
1,1,4,226
1,1,4,227
1,1,4,228
1,1,4,229
1,1,4,230
1,1,4,231
1,1,4,232
1,1,4,233
1,1,4,234
1,1,4,235
1,1,4,236
1,1,4,237
1,1,4,238
1,1,4,239
1,1,4,240
1,1,4,241
1,1,4,242
1,1,4,243
1,1,4,244
1,1,4,245
1,1,4,246
1,1,4,247
1,1,4,248
1,1,4,249
1,1,4,250
1,1,4,251
1,1,4,252
1,1,4,253
1,1,4,254
1,1,4,255
1,1,4,256
1,1,4,257
1,1,4,258
1,1,4,259
1,1,4,260
1,1,4,261
1,1,4,262
1,1,4,263
1,1,4,264
1,1,4,265
1,1,4,266
1,1,4,267
1,1,4,268
1,1,4,269
1,1,4,270
1,1,4,271
1,1,4,272
1,1,5,1
1,1,5,2
1,1,5,3
1,1,5,4
1,1,5,5
1,1,5,6
1,1,5,7
1,1,5,8
1,1,5,9
1,1,5,10
1,1,5,11
1,1,5,12
1,1,5,13
1,1,5,14
1,1,5,15
1,1,5,16
1,1,5,17
1,1,5,18
1,1,5,19
1,1,5,20
1,1,5,21
1,1,5,22
1,1,5,23
1,1,5,24
1,1,5,25
1,1,5,26
1,1,5,27
1,1,5,28
1,1,5,29
1,1,5,30
1,1,5,31
1,1,5,32
1,1,5,33
1,1,5,34
1,1,5,35
1,1,5,36
1,1,5,37
1,1,5,38
1,1,5,39
1,1,5,40
1,1,5,41
1,1,5,42
1,1,5,43
1,1,5,44
1,1,5,45
1,1,5,46
1,1,5,47
1,1,5,48
1,1,5,49
1,1,5,50
1,1,5,51
1,1,5,52
1,1,5,53
1,1,5,54
1,1,5,55
1,1,5,56
1,1,5,57
1,1,5,58
1,1,5,59
1,1,5,60
1,1,5,61
1,1,5,62
1,1,5,63
1,1,5,64
1,1,5,65
1,1,5,66
1,1,5,67
1,1,5,68
1,1,5,69
1,1,5,70
1,1,5,71
1,1,5,72
1,1,5,73
1,1,5,74
1,1,5,75
1,1,5,76
1,1,5,77
1,1,5,78
1,1,5,79
1,1,5,80
1,1,5,81
1,1,5,82
1,1,5,83
1,1,5,84
1,1,5,85
1,1,5,86
1,1,5,87
1,1,5,88
1,1,5,89
1,1,5,90
1,1,5,91
1,1,5,92
1,1,5,93
1,1,5,94
1,1,5,95
1,1,5,96
1,1,5,97
1,1,5,98
1,1,5,99
1,1,5,100
1,1,5,101
1,1,5,102
1,1,5,103
1,1,5,104
1,1,5,105
1,1,5,106
1,1,5,107
1,1,5,108
1,1,5,109
1,1,5,110
1,1,5,111
1,1,5,112
1,1,6,1
1,1,6,2
1,1,6,3
1,1,6,4
1,1,6,5
1,1,6,6
1,1,6,7
1,1,6,8
1,1,6,9
1,1,6,10
1,1,6,11
1,1,6,12
1,1,6,13
1,1,6,14
1,1,6,15
1,1,6,16
1,1,6,17
1,1,6,18
1,1,6,19
1,1,6,20
1,1,6,21
1,1,6,22
1,1,6,23
1,1,6,24
1,1,6,25
1,1,6,26
1,1,6,27
1,1,6,28
1,1,6,29
1,1,6,30
1,1,6,31
1,1,6,32
1,1,6,33
1,1,6,34
1,1,6,35
1,1,6,36
1,1,6,37
1,1,6,38
1,1,6,39
1,1,6,40
1,1,6,41
1,1,6,42
1,1,6,43
1,1,6,44
1,1,6,45
1,1,6,46
1,1,6,47
1,1,6,48
1,1,6,49
1,1,6,50
1,1,6,51
1,1,6,52
1,1,6,53
1,1,6,54
1,1,6,55
1,1,6,56
1,1,6,57
1,1,6,58
1,1,6,59
1,1,6,60
1,1,6,61
1,1,6,62
1,1,6,63
1,1,6,64
1,1,6,65
1,1,6,66
1,1,6,67
1,1,6,68
1,1,6,69
1,1,6,70
1,1,6,71
1,1,6,72
1,1,6,73
1,1,6,74
1,1,6,75
1,1,6,76
1,1,6,77
1,1,6,78
1,1,6,79
1,1,6,80
1,1,6,81
1,1,6,82
1,1,6,83
1,1,6,84
1,1,6,85
1,1,6,86
1,1,6,87
1,1,6,88
1,1,6,89
1,1,6,90
1,1,6,91
1,1,6,92
1,1,6,93
1,1,6,94
1,1,6,95
1,1,6,96
1,1,6,97
1,1,6,98
1,1,6,99
1,1,6,100
1,1,6,101
1,1,6,102
1,1,6,103
1,1,6,104
1,1,6,105
1,1,6,106
1,1,6,107
1,1,6,108
1,1,6,109
1,1,6,110
1,1,6,111
1,1,6,112
1,1,6,113
1,1,6,114
1,1,6,115
1,1,6,116
1,1,6,117
1,1,6,118
1,1,6,119
1,1,6,120
1,1,6,121
1,1,6,122
1,1,6,123
1,1,6,124
1,1,6,125
1,1,6,126
1,1,6,127
1,1,6,128
1,1,6,129
1,1,6,130
1,1,6,131
1,1,6,132
1,1,6,133
1,1,6,134
1,1,6,135
1,1,6,136
1,1,6,137
1,1,6,138
1,1,6,139
1,1,6,140
1,1,6,141
1,1,6,142
1,1,6,143
1,1,6,144
1,1,6,145
1,1,6,146
1,1,6,147
1,1,6,148
1,1,6,149
1,1,6,150
1,1,6,151
1,1,6,152
1,1,6,153
1,1,6,154
1,1,6,155
1,1,6,156
1,1,6,157
1,1,6,158
1,1,6,159
1,1,6,160
1,1,6,161
1,1,6,162
1,1,6,163
1,1,6,164
1,1,6,165
1,1,6,166
1,1,6,167
1,1,6,168
1,1,6,169
1,1,6,170
1,1,6,171
1,1,6,172
1,1,6,173
1,1,6,174
1,1,6,175
1,1,6,176
1,1,6,177
1,1,6,178
1,1,6,179
1,1,6,180
1,1,6,181
1,1,6,182
1,1,6,183
1,1,6,184
1,1,6,185
1,1,6,186
1,1,6,187
1,1,6,188
1,1,6,189
1,1,6,190
1,1,6,191
1,1,6,192
1,1,7,1
1,1,7,2
1,1,7,3
1,1,7,4
1,1,7,5
1,1,7,6
1,1,7,7
1,1,7,8
1,1,7,9
1,1,7,10
1,1,7,11
1,1,7,12
1,1,7,13
1,1,7,14
1,1,7,15
1,1,7,16
1,1,7,17
1,1,7,18
1,1,7,19
1,1,7,20
1,1,7,21
1,1,7,22
1,1,7,23
1,1,7,24
1,1,7,25
1,1,7,26
1,1,7,27
1,1,7,28
1,1,7,29
1,1,7,30
1,1,7,31
1,1,7,32
1,1,7,33
1,1,7,34
1,1,7,35
1,1,7,36
1,1,7,37
1,1,7,38
1,1,7,39
1,1,7,40
1,1,7,41
1,1,7,42
1,1,7,43
1,1,7,44
1,1,7,45
1,1,7,46
1,1,7,47
1,1,7,48
1,1,7,49
1,1,7,50
1,1,7,51
1,1,7,52
1,1,7,53
1,1,7,54
1,1,7,55
1,1,7,56
1,1,7,57
1,1,7,58
1,1,7,59
1,1,7,60
1,1,7,61
1,1,7,62
1,1,7,63
1,1,7,64
1,1,7,65
1,1,7,66
1,1,7,67
1,1,7,68
1,1,7,69
1,1,7,70
1,1,7,71
1,1,7,72
1,1,7,73
1,1,7,74
1,1,7,75
1,1,7,76
1,1,7,77
1,1,7,78
1,1,7,79
1,1,7,80
1,1,8,1
1,1,8,2
1,1,8,3
1,1,8,4
1,1,8,5
1,1,8,6
1,1,8,7
1,1,8,8
1,1,8,9
1,1,8,10
1,1,8,11
1,1,8,12
1,1,8,13
1,1,8,14
1,1,8,15
1,1,8,16
1,1,8,17
1,1,8,18
1,1,8,19
1,1,8,20
1,1,8,21
1,1,8,22
1,1,8,23
1,1,8,24
1,1,8,25
1,1,8,26
1,1,8,27
1,1,8,28
1,1,8,29
1,1,8,30
1,1,8,31
1,1,8,32
1,1,8,33
1,1,8,34
1,1,8,35
1,1,8,36
1,1,8,37
1,1,8,38
1,1,8,39
1,1,8,40
1,1,8,41
1,1,8,42
1,1,8,43
1,1,8,44
1,1,8,45
1,1,8,46
1,1,8,47
1,1,8,48
1,1,8,49
1,1,8,50
1,1,8,51
1,1,8,52
1,1,8,53
1,1,8,54
1,1,8,55
1,1,8,56
1,1,8,57
1,1,8,58
1,1,8,59
1,1,8,60
1,1,8,61
1,1,8,62
1,1,8,63
1,1,8,64
1,1,8,65
1,1,8,66
1,1,8,67
1,1,8,68
1,1,8,69
1,1,8,70
1,1,8,71
1,1,8,72
1,1,8,73
1,1,8,74
1,1,8,75
1,1,8,76
1,1,8,77
1,1,8,78
1,1,8,79
1,1,8,80
1,1,8,81
1,1,8,82
1,1,8,83
1,1,8,84
1,1,9,1
1,1,9,2
1,1,9,3
1,1,9,4
1,1,9,5
1,1,9,6
1,1,9,7
1,1,9,8
1,1,9,9
1,1,9,10
1,1,9,11
1,1,9,12
1,1,9,13
1,1,9,14
1,1,9,15
1,1,9,16
1,1,9,17
1,1,9,18
1,1,9,19
1,1,9,20
1,1,9,21
1,1,9,22
1,1,9,23
1,1,9,24
1,1,9,25
1,1,9,26
1,1,9,27
1,1,9,28
1,1,9,29
1,1,9,30
1,1,9,31
1,1,9,32
1,1,9,33
1,1,9,34
1,1,9,35
1,1,9,36
1,1,9,37
1,1,9,38
1,1,9,39
1,1,9,40
1,1,9,41
1,1,9,42
1,1,9,43
1,1,9,44
1,1,9,45
1,1,9,46
1,1,9,47
1,1,9,48
1,1,9,49
1,1,9,50
1,1,9,51
1,1,9,52
1,1,9,53
1,1,9,54
1,1,9,55
1,1,9,56
1,1,9,57
1,1,9,58
1,1,9,59
1,1,9,60
1,1,9,61
1,1,9,62
1,1,9,63
1,1,9,64
1,1,9,65
1,1,9,66
1,1,9,67
1,1,9,68
1,1,9,69
1,1,9,70
1,1,9,71
1,1,9,72
1,1,9,73
1,1,9,74
1,1,9,75
1,1,9,76
1,1,9,77
1,1,9,78
1,1,9,79
1,1,9,80
1,1,9,81
1,1,9,82
1,1,9,83
1,1,9,84
1,1,10,1
1,1,10,2
1,1,10,3
1,1,10,4
1,1,10,5
1,1,10,6
1,1,10,7
1,1,10,8
1,1,10,9
1,1,10,10
1,1,10,11
1,1,10,12
1,1,10,13
1,1,10,14
1,1,10,15
1,1,10,16
1,1,10,17
1,1,10,18
1,1,10,19
1,1,10,20
1,1,10,21
1,1,10,22
1,1,10,23
1,1,10,24
1,1,10,25
1,1,10,26
1,1,10,27
1,1,10,28
1,1,10,29
1,1,10,30
1,1,10,31
1,1,10,32
1,1,10,33
1,1,10,34
1,1,10,35
1,1,10,36
1,1,10,37
1,1,10,38
1,1,10,39
1,1,10,40
1,1,10,41
1,1,10,42
1,1,10,43
1,1,10,44
1,1,10,45
1,1,10,46
1,1,10,47
1,1,10,48
1,1,10,49
1,1,10,50
1,1,10,51
1,1,10,52
1,1,10,53
1,1,10,54
1,1,10,55
1,1,10,56
1,1,10,57
1,1,10,58
1,1,10,59
1,1,10,60
1,1,10,61
1,1,10,62
1,1,10,63
1,1,10,64
1,1,10,65
1,1,10,66
1,1,10,67
1,1,10,68
1,1,11,1
1,1,11,2
1,1,11,3
1,1,11,4
1,1,11,5
1,1,11,6
1,1,11,7
1,1,11,8
1,1,11,9
1,1,11,10
1,1,11,11
1,1,11,12
1,1,11,13
1,1,11,14
1,1,11,15
1,1,11,16
1,1,11,17
1,1,11,18
1,1,11,19
1,1,11,20
1,1,11,21
1,1,11,22
1,1,11,23
1,1,11,24
1,1,11,25
1,1,11,26
1,1,11,27
1,1,11,28
1,1,11,29
1,1,11,30
1,1,11,31
1,1,11,32
1,1,11,33
1,1,11,34
1,1,11,35
1,1,11,36
1,1,11,37
1,1,11,38
1,1,11,39
1,1,11,40
1,1,11,41
1,1,11,42
1,1,11,43
1,1,11,44
1,1,11,45
1,1,11,46
1,1,11,47
1,1,11,48
1,1,11,49
1,1,11,50
1,1,11,51
1,1,11,52
1,1,11,53
1,1,11,54
1,1,11,55
1,1,11,56
1,1,11,57
1,1,11,58
1,1,11,59
1,1,11,60
1,1,11,61
1,1,11,62
1,1,11,63
1,1,11,64
1,1,11,65
1,1,11,66
1,1,11,67
1,1,11,68
1,1,11,69
1,1,11,70
1,1,11,71
1,1,11,72
1,1,11,73
1,1,11,74
1,1,11,75
1,1,11,76
1,1,11,77
1,1,11,78
1,1,11,79
1,1,11,80
1,1,11,81
1,1,11,82
1,1,11,83
1,1,11,84
1,1,11,85
1,1,11,86
1,1,11,87
1,1,11,88
1,1,11,89
1,1,11,90
1,1,11,91
1,1,11,92
1,1,11,93
1,1,11,94
1,1,11,95
1,1,11,96
1,1,11,97
1,1,11,98
1,1,11,99
1,1,11,100
1,1,11,101
1,1,11,102
1,1,11,103
1,1,11,104
1,1,11,105
1,1,11,106
1,1,11,107
1,1,11,108
1,1,11,109
1,1,11,110
1,1,11,111
1,1,11,112
1,1,11,113
1,1,11,114
1,1,11,115
1,1,11,116
1,1,11,117
1,1,11,118
1,1,11,119
1,1,11,120
1,1,11,121
1,1,11,122
1,1,11,123
1,1,11,124
1,1,11,125
1,1,11,126
1,1,11,127
1,1,11,128
1,1,11,129
1,1,11,130
1,1,11,131
1,1,11,132
1,1,11,133
1,1,11,134
1,1,11,135
1,1,11,136
1,1,11,137
1,1,11,138
1,1,11,139
1,1,11,140
1,1,11,141
1,1,11,142
1,1,11,143
1,1,11,144
1,1,12,1
1,1,12,2
1,1,12,3
1,1,12,4
1,1,12,5
1,1,12,6
1,1,12,7
1,1,12,8
1,1,12,9
1,1,12,10
1,1,12,11
1,1,12,12
1,1,12,13
1,1,12,14
1,1,12,15
1,1,12,16
1,1,12,17
1,1,12,18
1,1,12,19
1,1,12,20
1,1,12,21
1,1,12,22
1,1,12,23
1,1,12,24
1,1,12,25
1,1,12,26
1,1,12,27
1,1,12,28
1,1,12,29
1,1,12,30
1,1,12,31
1,1,12,32
1,1,12,33
1,1,12,34
1,1,12,35
1,1,12,36
1,1,12,37
1,1,12,38
1,1,12,39
1,1,12,40
1,1,12,41
1,1,12,42
1,1,12,43
1,1,12,44
1,1,12,45
1,1,12,46
1,1,12,47
1,1,12,48
1,1,12,49
1,1,12,50
1,1,12,51
1,1,12,52
1,1,12,53
1,1,12,54
1,1,12,55
1,1,12,56
1,1,12,57
1,1,12,58
1,1,12,59
1,1,12,60
1,1,12,61
1,1,12,62
1,1,12,63
1,1,12,64
1,1,12,65
1,1,12,66
1,1,12,67
1,1,12,68
1,1,12,69
1,1,12,70
1,1,12,71
1,1,12,72
1,1,12,73
1,1,12,74
1,1,12,75
1,1,12,76
1,1,12,77
1,1,12,78
1,1,12,79
1,1,12,80
1,1,12,81
1,1,12,82
1,1,12,83
1,1,12,84
1,1,12,85
1,1,12,86
1,1,12,87
1,1,12,88
1,1,12,89
1,1,12,90
1,1,12,91
1,1,12,92
1,1,12,93
1,1,12,94
1,1,12,95
1,1,12,96
1,1,12,97
1,1,12,98
1,1,12,99
1,1,12,100
1,1,12,101
1,1,12,102
1,1,12,103
1,1,12,104
1,1,12,105
1,1,12,106
1,1,12,107
1,1,12,108
1,1,12,109
1,1,12,110
1,1,12,111
1,1,12,112
1,1,12,113
1,1,12,114
1,1,12,115
1,1,12,116
1,1,12,117
1,1,12,118
1,1,12,119
1,1,12,120
1,1,12,121
1,1,12,122
1,1,12,123
1,1,12,124
1,1,12,125
1,1,12,126
1,1,12,127
1,1,12,128
1,1,12,129
1,1,12,130
1,1,12,131
1,1,12,132
1,1,12,133
1,1,12,134
1,1,12,135
1,1,12,136
1,1,12,137
1,1,12,138
1,1,12,139
1,1,12,140
1,1,12,141
1,1,12,142
1,1,12,143
1,1,12,144
1,1,13,1
1,1,13,2
1,1,13,3
1,1,13,4
1,1,13,5
1,1,13,6
1,1,13,7
1,1,13,8
1,1,13,9
1,1,13,10
1,1,13,11
1,1,13,12
1,1,13,13
1,1,13,14
1,1,13,15
1,1,13,16
1,1,13,17
1,1,13,18
1,1,13,19
1,1,13,20
1,1,13,21
1,1,13,22
1,1,13,23
1,1,13,24
1,1,13,25
1,1,13,26
1,1,13,27
1,1,13,28
1,1,13,29
1,1,13,30
1,1,13,31
1,1,13,32
1,1,13,33
1,1,13,34
1,1,13,35
1,1,13,36
1,1,13,37
1,1,13,38
1,1,13,39
1,1,13,40
1,1,13,41
1,1,13,42
1,1,13,43
1,1,13,44
1,1,13,45
1,1,13,46
1,1,13,47
1,1,13,48
1,1,13,49
1,1,13,50
1,1,13,51
1,1,13,52
1,1,13,53
1,1,13,54
1,1,13,55
1,1,13,56
1,1,13,57
1,1,13,58
1,1,13,59
1,1,13,60
1,1,13,61
1,1,13,62
1,1,13,63
1,1,13,64
1,1,13,65
1,1,13,66
1,1,13,67
1,1,13,68
1,1,13,69
1,1,13,70
1,1,13,71
1,1,13,72
1,1,13,73
1,1,13,74
1,1,13,75
1,1,13,76
1,1,13,77
1,1,13,78
1,1,13,79
1,1,13,80
1,1,14,1
1,1,14,2
1,1,14,3
1,1,14,4
1,1,14,5
1,1,14,6
1,1,14,7
1,1,14,8
1,1,14,9
1,1,14,10
1,1,14,11
1,1,14,12
1,1,14,13
1,1,14,14
1,1,14,15
1,1,14,16
1,1,14,17
1,1,14,18
1,1,14,19
1,1,14,20
1,1,14,21
1,1,14,22
1,1,14,23
1,1,14,24
1,1,14,25
1,1,14,26
1,1,14,27
1,1,14,28
1,1,14,29
1,1,14,30
1,1,14,31
1,1,14,32
1,1,14,33
1,1,14,34
1,1,14,35
1,1,14,36
1,1,14,37
1,1,14,38
1,1,14,39
1,1,14,40
1,1,14,41
1,1,14,42
1,1,14,43
1,1,14,44
1,1,14,45
1,1,14,46
1,1,14,47
1,1,14,48
1,1,14,49
1,1,14,50
1,1,14,51
1,1,14,52
1,1,14,53
1,1,14,54
1,1,14,55
1,1,14,56
1,1,14,57
1,1,14,58
1,1,14,59
1,1,14,60
1,1,14,61
1,1,14,62
1,1,14,63
1,1,14,64
1,1,14,65
1,1,14,66
1,1,14,67
1,1,14,68
1,1,14,69
1,1,14,70
1,1,14,71
1,1,14,72
1,1,14,73
1,1,14,74
1,1,14,75
1,1,14,76
1,1,14,77
